coordinates,tarif,accessibilite_pmr,indications_localisation,type,horaires,relais_bebe,commune,code_postal,departement,code_departement,latitude,longitude
"[48.8216656997365, 2.3482533]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8216656997365,2.3482533
"[48.6885522997696, 2.1154142]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Gif-sur-Yvette,91272,Essonne,91,48.6885522997696,2.1154142
"[48.8740086997236, 2.3273111]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8740086997236,2.3273111
"[48.8296271997346, 2.3796219]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8296271997346,2.3796219
"[49.1385960996581, 2.2778566]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Beaumont-sur-Oise,95052,Val-d'Oise,95,49.1385960996581,2.2778566
"[48.9034924997162, 2.3670886]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Aubervilliers,93001,Seine-Saint-Denis,93,48.9034924997162,2.3670886
"[48.861319314959, 2.33753452994192]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.861319314959,2.33753452994192
"[48.8658166041793, 2.3240836421361]",Payant,Oui,Jeu de Paume,Toilettes dans un bâtiment recevant du public,Tu 11:00-21:00; We-Su 11:00-19:00,pas d'info,Paris,75056,Paris,75,48.8658166041793,2.3240836421361
"[48.8399181162344, 2.44075801642964]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8399181162344,2.44075801642964
"[48.8609578246214, 2.38750239734798]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8609578246214,2.38750239734798
"[48.940987856322, 2.40191707949521]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,La Courneuve,93027,Seine-Saint-Denis,93,48.940987856322,2.40191707949521
"[48.8699175360865, 2.41105927685934]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8699175360865,2.41105927685934
"[48.9809215996971, 2.0627203]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Andrésy,78015,Yvelines,78,48.9809215996971,2.0627203
"[48.8226284997363, 2.3288646]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),"PH,Mo-Su 00:00-23:59",pas d'info,Paris,75056,Paris,75,48.8226284997363,2.3288646
"[48.8991902997173, 2.3701386]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),6:00-22:00,pas d'info,Paris,75056,Paris,75,48.8991902997173,2.3701386
"[48.9006969997169, 2.3402542]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),6:00-22:00,pas d'info,Paris,75056,Paris,75,48.9006969997169,2.3402542
"[48.8667549997254, 2.3833897]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8667549997254,2.3833897
"[48.8676090505214, 2.77650528012313]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Chessy,77111,Seine-et-Marne,77,48.8676090505214,2.77650528012313
"[48.8979364, 2.0948768]",Gratuit,Oui,Station RER A - Saint-Germain-en-Laye - A proximité du palier haut de l'ascenseur desservant les voies 2 et 4.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Saint-Germain-en-Laye,78551,Yvelines,78,48.8979364,2.0948768
"[48.92317699378374, 2.28605910172606]",Gratuit,Oui,Station metro 13 - Les Agnettes - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Asnières-sur-Seine,92004,Hauts-de-Seine,92,48.92317699378374,2.28605910172606
"[48.8622381, 2.345496]",Gratuit,Oui,"Station RER A - Chatelet - En partant de la zone RER vers la place Carrée et la ligne 4, à proximité des escaliers mécaniques.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.8622381,2.345496
"[48.80784404743202, 2.3330228065226883]",Gratuit,Oui,"Station RER B - Laplace - A l'extérieur de la gare, à proximité du point de vente - information.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Arcueil,94003,Val-de-Marne,94,48.80784404743202,2.3330228065226883
"[48.8205877, 2.3390071]",Gratuit,Non,Station RER B - Cite Universitaire - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.8205877,2.3390071
"[48.83510877417377, 2.4716839161590887]",Gratuit,Oui,Station RER A - Nogent-sur-Marne - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Nogent-sur-Marne,94052,Val-de-Marne,94,48.83510877417377,2.4716839161590887
"[48.78036417660201, 2.2816982237256243]",Gratuit,Oui,Station RER B - Robinson - Sur le quai 1.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Sceaux,92071,Hauts-de-Seine,92,48.78036417660201,2.2816982237256243
"[48.6981859, 2.1367431]",Gratuit,Oui,"Station RER B - Gif-sur-Yvette - Sur le quai direction Paris,",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Gif-sur-Yvette,91272,Essonne,91,48.6981859,2.1367431
"[48.86419500504601, 2.2878473386642373]",Gratuit,Oui,"Station metro 6 - Trocadero - Sortie 1, avenue du Président Wilson.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.86419500504601,2.2878473386642373
"[48.8258179997355, 2.2699441]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,Oui,Issy-les-Moulineaux,92040,Hauts-de-Seine,92,48.8258179997355,2.2699441
"[48.7052799997654, 2.0713617]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Saint-Rémy-lès-Chevreuse,78575,Yvelines,78,48.7052799997654,2.0713617
"[48.9113885997143, 2.3827172]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Aubervilliers,93001,Seine-Saint-Denis,93,48.9113885997143,2.3827172
"[48.8959112997181, 2.3891584]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,Oui,Paris,75056,Paris,75,48.8959112997181,2.3891584
"[48.8660213997256, 2.35255]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8660213997256,2.35255
"[48.880258999722, 2.3091521]",Gratuit,Non,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.880258999722,2.3091521
"[48.8347074997333, 2.3410587]",Gratuit,Non,pas d'info,Toilettes publiques (urinoir),pas d'info,pas d'info,Paris,75056,Paris,75,48.8347074997333,2.3410587
"[48.8297759997345, 2.3689798]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8297759997345,2.3689798
"[48.8337839997336, 2.3198864]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8337839997336,2.3198864
"[48.8865905997204, 2.3771585]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8865905997204,2.3771585
"[48.5728618997982, 1.9375278]",Gratuit,Oui,Place Jean-Moulin,Toilettes publiques,pas d'info,pas d'info,Saint-Arnoult-en-Yvelines,78537,Yvelines,78,48.5728618997982,1.9375278
"[48.8498327997296, 2.3230579]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8498327997296,2.3230579
"[48.8443379997309, 2.38202]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8443379997309,2.38202
"[48.8543014997285, 2.3050953]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8543014997285,2.3050953
"[48.5610320998011, 3.2813255]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Provins,77379,Seine-et-Marne,77,48.5610320998011,3.2813255
"[48.8749246997233, 2.3636604]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8749246997233,2.3636604
"[48.868344599725, 2.3607784]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.868344599725,2.3607784
"[48.7450728997555, 2.3487039]",Payant,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Rungis,94065,Val-de-Marne,94,48.7450728997555,2.3487039
"[48.8673570997252, 2.3539614]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8673570997252,2.3539614
"[48.8941277997186, 2.3517613]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8941277997186,2.3517613
"[48.8541530997285, 2.3560326]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8541530997285,2.3560326
"[48.8258802997355, 3.0923918]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Coulommiers,77131,Seine-et-Marne,77,48.8258802997355,3.0923918
"[48.6429104997809, 2.0872065]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Limours,91338,Essonne,91,48.6429104997809,2.0872065
"[48.8623388472866, 2.34220562006996]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8623388472866,2.34220562006996
"[48.7771110466947, 2.52152067817713]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Ormesson-sur-Marne,94055,Val-de-Marne,94,48.7771110466947,2.52152067817713
"[48.8616318050731, 2.33602566961118]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8616318050731,2.33602566961118
"[48.8635489472862, 2.34246672006996]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,Oui,Paris,75056,Paris,75,48.8635489472862,2.34246672006996
"[48.8410365518191, 2.31860122769983]",Payant,Oui,2theloo,Toilettes publiques,pas d'info,Oui,Paris,75056,Paris,75,48.8410365518191,2.31860122769983
"[48.8704378997254, 2.38556264999932]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8704378997254,2.38556264999932
"[48.8230295639403, 2.34852006312931]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8230295639403,2.34852006312931
"[49.0213274996991, 1.5460854499995]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,La Villeneuve-en-Chevrie,78668,Yvelines,78,49.0213274996991,1.5460854499995
"[48.8422211997314, 2.3547635]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8422211997314,2.3547635
"[48.87122112118, 2.77697611942792]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Chessy,77111,Seine-et-Marne,77,48.87122112118,2.77697611942792
"[48.85549704826123, 2.7736084332189748]",Gratuit,Oui,"Station RER A - Val d'Europe - En face du point de vente - information, à proximité de la ligne de valideurs.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Serris,77449,Seine-et-Marne,77,48.85549704826123,2.7736084332189748
"[48.86849697024026, 2.7822597305629526]",Gratuit,Oui,Station RER A - Marne-la-Vallee - Chessy - Au milieu du quai central.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Chessy,77111,Seine-et-Marne,77,48.86849697024026,2.7822597305629526
"[48.87445277569274, 2.2963258094953476]",Gratuit,Non,"Station metro 1 - Charles de Gaulle - Etoile - En entrant par l'accès 3, avenue Hoche, dans le couloir menant vers la sortie 2, avenue de Friedland.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Paris,75056,Paris,75,48.87445277569274,2.2963258094953476
"[48.7887722997447, 2.4278974]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Alfortville,94002,Val-de-Marne,94,48.7887722997447,2.4278974
"[49.0359631996834, 2.0795284]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Cergy,95127,Val-d'Oise,95,49.0359631996834,2.0795284
"[48.8405139997319, 2.5465987]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Noisy-le-Grand,93051,Seine-Saint-Denis,93,48.8405139997319,2.5465987
"[48.8992028997173, 2.2697189]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Courbevoie,92026,Hauts-de-Seine,92,48.8992028997173,2.2697189
"[48.8330038997337, 2.3798232]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8330038997337,2.3798232
"[48.9358419997082, 2.3460437]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Saint-Denis,93066,Seine-Saint-Denis,93,48.9358419997082,2.3460437
"[49.0032352996915, 2.5778225]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,Oui,Le Mesnil-Amelot,77291,Seine-et-Marne,77,49.0032352996915,2.5778225
"[48.9113168997143, 2.3827107]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Aubervilliers,93001,Seine-Saint-Denis,93,48.9113168997143,2.3827107
"[48.8814688997217, 1.9242639]",pas d'info,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Crespières,78189,Yvelines,78,48.8814688997217,1.9242639
"[48.4015178998404, 2.6975737]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,Oui,Fontainebleau,77186,Seine-et-Marne,77,48.4015178998404,2.6975737
"[48.8648960997258, 2.3224922]",Gratuit,Oui,Toilettes des Tuileries,Toilettes publiques,Mo-Su 09:30-16:30,pas d'info,Paris,75056,Paris,75,48.8648960997258,2.3224922
"[48.8620501997265, 2.2847637]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8620501997265,2.2847637
"[48.8365173997329, 2.3754971]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8365173997329,2.3754971
"[48.8528377997288, 2.2979912]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8528377997288,2.2979912
"[48.5609460998011, 3.2900409]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Provins,77379,Seine-et-Marne,77,48.5609460998011,3.2900409
"[48.8976260997177, 2.3589204]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8976260997177,2.3589204
"[48.8856397997207, 2.326342]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8856397997207,2.326342
"[48.7087471997646, 2.1581891]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Gif-sur-Yvette,91272,Essonne,91,48.7087471997646,2.1581891
"[48.8425013997314, 2.376016]",Gratuit,Non,pas d'info,Toilettes publiques (urinoir),pas d'info,pas d'info,Paris,75056,Paris,75,48.8425013997314,2.376016
"[48.7750144997481, 2.3020924]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Sceaux,92071,Hauts-de-Seine,92,48.7750144997481,2.3020924
"[48.7980844997424, 2.3287023]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),Apr 01-Sep 15 08:00-19:00; Sep 16-Nov 02 08:00-18:00; Nov 03-Feb 28 08:00-17:00; Mar 08:00-18:00,pas d'info,Cachan,94016,Val-de-Marne,94,48.7980844997424,2.3287023
"[48.8161357997379, 2.3883779]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Ivry-sur-Seine,94041,Val-de-Marne,94,48.8161357997379,2.3883779
"[48.2694814998727, 2.6965461]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Nemours,77333,Seine-et-Marne,77,48.2694814998727,2.6965461
"[48.9708742996995, 2.305549]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Enghien-les-Bains,95210,Val-d'Oise,95,48.9708742996995,2.305549
"[48.8494780997297, 2.3661248]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8494780997297,2.3661248
"[48.7895723997445, 2.3668254]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Villejuif,94076,Val-de-Marne,94,48.7895723997445,2.3668254
"[48.960781099702, 2.8779583]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meaux,77284,Seine-et-Marne,77,48.960781099702,2.8779583
"[49.0314961996845, 2.4633703]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Goussainville,95280,Val-d'Oise,95,49.0314961996845,2.4633703
"[48.8648335997258, 2.3516182]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8648335997258,2.3516182
"[48.6917417997688, 2.3763211]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Juvisy-sur-Orge,91326,Essonne,91,48.6917417997688,2.3763211
"[48.5558793998024, 3.3017778]",Gratuit,Oui,pas d'info,Toilettes publiques,24/7,pas d'info,Provins,77379,Seine-et-Marne,77,48.5558793998024,3.3017778
"[48.9114146997143, 2.2875724]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Asnières-sur-Seine,92004,Hauts-de-Seine,92,48.9114146997143,2.2875724
"[48.9419592997067, 2.2537372]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Argenteuil,95018,Val-d'Oise,95,48.9419592997067,2.2537372
"[48.8062120997404, 2.2350875]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meudon,92048,Hauts-de-Seine,92,48.8062120997404,2.2350875
"[48.8061947997404, 2.0606938]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Saint-Cyr-l'École,78545,Yvelines,78,48.8061947997404,2.0606938
"[48.8645303287596, 2.4168296442318]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Bagnolet,93006,Seine-Saint-Denis,93,48.8645303287596,2.4168296442318
"[48.8053557241807, 2.24184995875071]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Meudon,92048,Hauts-de-Seine,92,48.8053557241807,2.24184995875071
"[48.8185812441675, 2.35493844746802]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8185812441675,2.35493844746802
"[48.8633383921236, 2.34346056279919]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,Oui,Paris,75056,Paris,75,48.8633383921236,2.34346056279919
"[48.9380722803406, 2.01318623630009]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Carrières-sous-Poissy,78123,Yvelines,78,48.9380722803406,2.01318623630009
"[48.8770601997228, 2.3661018]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8770601997228,2.3661018
"[48.892495899719, 2.2401837]",Payant,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Puteaux,92062,Hauts-de-Seine,92,48.892495899719,2.2401837
"[48.4148988998371, 3.2397562]",pas d'info,pas d'info,pas d'info,Toilettes publiques,24/7,pas d'info,Bray-sur-Seine,77051,Seine-et-Marne,77,48.4148988998371,3.2397562
"[48.8696799997247, 2.3711689]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),24/7,pas d'info,Paris,75056,Paris,75,48.8696799997247,2.3711689
"[48.8536344997286, 2.3589478]",Gratuit,pas d'info,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8536344997286,2.3589478
"[48.9103191714048, 2.29749931689227]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Asnières-sur-Seine,92004,Hauts-de-Seine,92,48.9103191714048,2.29749931689227
"[48.725109, 2.2606361]",Gratuit,Oui,"Station RER B - Massy - Palaiseau - A l'extérieur du bâtiment gare, à proximité du point de vente - information, côté autobus.",Toilette publique  RATP_x000D_,pas d'info,pas d'info,Massy,91377,Essonne,91,48.725109,2.2606361
"[48.93074305254229, 2.283951123396349]",Gratuit,Oui,Station metro 13 - Asnieres-Gennevilliers - Les Courtilles - A proximité du point de vente - information.,Toilette publique  RATP_x000D_,pas d'info,pas d'info,Asnières-sur-Seine,92004,Hauts-de-Seine,92,48.93074305254229,2.283951123396349
"[48.8062143997404, 2.0607592]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Saint-Cyr-l'École,78545,Yvelines,78,48.8062143997404,2.0607592
"[48.7739222997484, 2.3021866]",Gratuit,Non,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Sceaux,92071,Hauts-de-Seine,92,48.7739222997484,2.3021866
"[48.8469811997303, 2.3281654]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8469811997303,2.3281654
"[48.8833314997212, 2.1299624]",pas d'info,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Le Vésinet,78650,Yvelines,78,48.8833314997212,2.1299624
"[48.8694835997247, 2.3247334]",Payant,Non,Lavatory Madeleine,Toilettes publiques,10:00-18:00,pas d'info,Paris,75056,Paris,75,48.8694835997247,2.3247334
"[48.9122510997141, 2.0326597]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Chambourcy,78133,Yvelines,78,48.9122510997141,2.0326597
"[48.7183428997622, 2.4524921]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Crosne,91191,Essonne,91,48.7183428997622,2.4524921
"[48.8302574997344, 2.3752633]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8302574997344,2.3752633
"[48.8491194997297, 2.3522239]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8491194997297,2.3522239
"[48.8653064997257, 2.4687722]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Montreuil,93048,Seine-Saint-Denis,93,48.8653064997257,2.4687722
"[49.0723066996744, 2.55159]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,Oui,Vémars,95641,Val-d'Oise,95,49.0723066996744,2.55159
"[48.7545542997532, 2.1581518]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Jouy-en-Josas,78322,Yvelines,78,48.7545542997532,2.1581518
"[48.759457999752, 2.2816582]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Antony,92002,Hauts-de-Seine,92,48.759457999752,2.2816582
"[48.9275748997103, 2.0435849]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Poissy,78498,Yvelines,78,48.9275748997103,2.0435849
"[48.6420000997811, 2.087578]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Limours,91338,Essonne,91,48.6420000997811,2.087578
"[48.8977160997177, 2.3765968]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8977160997177,2.3765968
"[48.8376480997326, 2.3634609]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8376480997326,2.3634609
"[48.4230222998351, 2.7488438]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Samoreau,77442,Seine-et-Marne,77,48.4230222998351,2.7488438
"[48.7457610997554, 2.289881]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Antony,92002,Hauts-de-Seine,92,48.7457610997554,2.289881
"[48.8582512387746, 2.26832119211372]",Gratuit,Non,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8582512387746,2.26832119211372
"[48.8600943787978, 2.35196849454768]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Paris,75056,Paris,75,48.8600943787978,2.35196849454768
"[48.8621818311509, 2.33604675803996]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8621818311509,2.33604675803996
"[48.8602207599762, 2.33427801585824]",pas d'info,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8602207599762,2.33427801585824
"[48.9060310863738, 2.30355268105361]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Clichy,92024,Hauts-de-Seine,92,48.9060310863738,2.30355268105361
"[48.9464179488936, 2.46432461675452]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Le Blanc-Mesnil,93007,Seine-Saint-Denis,93,48.9464179488936,2.46432461675452
"[48.971941487552, 2.25824479013014]",Gratuit,pas d'info,pas d'info,Toilettes publiques,pas d'info,pas d'info,Sannois,95582,Val-d'Oise,95,48.971941487552,2.25824479013014
"[48.8222644920452, 2.3236024254551]",Gratuit,Oui,pas d'info,Toilettes publiques,pas d'info,pas d'info,Paris,75056,Paris,75,48.8222644920452,2.3236024254551
"[48.8933342065115, 2.29937823023181]",Gratuit,Oui,pas d'info,Toilettes publiques (Toilettes assises),pas d'info,pas d'info,Levallois-Perret,92044,Hauts-de-Seine,92,48.8933342065115,2.29937823023181
